Index;Keys;Value
1306;53FK83,16CV31,75YG75,83GN40,78IC54,81RC15,37SH27,55QN41,73FR75,46PD51,36MR79,16DD38,52AF11,17ID41,10MG78,43TU71,64EP23,62HK18,80FI94,24AN87,67NG11,36QF31;195
1307;75MT75,85LR95,88IV82,56RZ93,24IH68,61KW51,52DV95,93UW83,12KB29,72TQ47,79IB37,82DD45,93HW13,22KU56,50QA77,75WQ69,70UI28,10UA59,74BK30,41FB31,22SO36,52TJ55,44JW60,54BQ45;139
1308;72PX27,75EZ96,55FI49,87HJ32,32YQ92,45DR70,54JK26,96JB29,98ZK77,17PU85,74SY67,56XQ60,82EY53,92HX32,94UV66,89CY30,51VA81,84TU32,48PB17,77CU46,66LR24,49KJ95,70KL35;340
1309;43MQ39,65RW16,32YQ93,47QX43,40LG24,68DA64,41GW40,88QP64,87BS67,13RE48,38NX46,77RS62,68QQ10,64CM12,96SQ17,27MP92,43ZL40,17JY51,75XY71,37PO71,63OA31,38ZK47,78EJ36;265
1310;58XG88,31ZH57,73FM10,36OC21,98TO44,82DD48,24BV91,66BU32,38TG75,45EH17,45YT60,27YX39,41CV82,18ZD56;98
1311;29MN58,52FT44,46QY63,51LD90,27ST67,90VX24,80NK17,59NQ15,32LQ25,98TO45,22OA74,15GX13,38NX48,43VS21,41EY97,89UH69,49VO92,55XR81;314
1312;93FL66,11DY10,33QV98,72FF92,74KR84,40XY90,84RR22,67MY10,27GT60,10EH35,41IZ57,88IV87,31RA72,76OI69,58RK55,82IE71;152
1313;91EA34,74MH92,14UO48,77PP52,65SW82,57VE95,22AK61,56RZ99,42KO47,11RG88,10EH36,93WU34,10PZ37,44AH79;799
1314;10LL72,15OJ58,30LS64,62SC13,49HY80,17DU83,73WN43,48WF58,61MM65,33FL37,21TX61,88QP69,39OW95,23ZE53,24PT48,33EV92,26MY53,40IN70,65HZ27;59
1315;85ZC49,63VM10,24PG42,55BC28,81CW64,17BR70,70RC70,86US65,54SE75,27YC99,15AT44,52YK84,94XT80,50DS70,74FD59,62CO54,33NF18,41CV87,44RD41,97ZG33,53OU10;593
1316;39LG14,90PT56,64LG61,47CM90,83XO79,96CP57,98RD98,57IE28,19AZ90,40AT92,56IF46,93KM91;526
1317;60KK72,81IN32,79JJ47,65BI50,77WT91,23EC68,40XY95,27AX30,15MG47,12FF66,84FW88,17ZM19,45RC25,73BL58,44AC14,40IN73,17DU86,66BH32,10LL75,29TM30,50DS72,92BT68;929
1318;94AO81,87ON77,10YT84,63ED46,30CL19,80EV30,71JH75,70TF87,55AU24,76FT81,74XM91,45QM81,70BW51,12QK61,21EM43,28ZJ84,71DL40;124
1319;52BF86,83TI54,58DU47,73GZ88,58PH48,92QZ23,10PE98,60MV26,89AA82,59KX64,56CB76,90XA32,38FD62,18QO71,11FG86,81WD49,16CA99,25BP13,13OT37;659
1320;34QC12,88EP67,89RW57,32OO41,62GC11,39MT87,53CZ76,51LD99,82XC94,91FI41,86OB90,48VK50,74CS43,92FH23,32HC68,33MX16,26FH17;700
1321;28MJ17,29AA53,99HN29,68TG91,60OL35,48VX58,53EX22,24WK83,19AZ95,98HB40,46EY65,76FT84,41MA11,61IG44,54TZ88,57HW26,75PR96,59IU52,29PT13,12HD15,40XT30;847
1322;13IC60,49RQ13,13UC68,84BQ65,87DD18,91BH84,98WM63,36XE13,41ZV27,62FZ75,53MJ65,22ZN17,10XG19,41JU60;155
1323;41JU61,19SD64,18SR89,48OG18,78OY99,92QZ27,12QK66,47KO15,54EB61,14ZP79,11WC50,39WL15,30DT24,54MI48,39MO21,38OS53,30JC52,39QH42,37SU30,99JD38,86QM45,97LQ26,82CI47;209
1324;66KW26,48DT80,50DN10,39GX56,65FJ16,97LI89,71IZ74,25IT53,76HJ94,22ZA12,38SL75,52SB51,81EU18,22NN11,53UD47,18LA48,48XN68,67ER35,67ZT23,56PE20,81VV47;432
1325;17HI46,60IH66,54GE77,88ID24,63UW75,73GU25,46IM21,66IL75,35DY53,67RZ44,54EB63,79SD97,97UX77,83YW88,73XV54,98JE58;838
1326;81TK97,53SA35,49JO99,43DO55,17DH88,43WF91,36OU92,46CV56,56RH36,44BC85,78BD87,84WF50,44BK23,91AZ81,76DQ75,54RW79,34ZJ67;550
1327;99ZW64,83NE89,35AA34,86VN70,80IB53,83QX41,77LJ38,28HN50,19WE27,88ID26,46IM23,15YT51,88GN19,89FW56,75BO80,57ON60;545
1328;78FE48,18GZ24,59IH52,32MD97,18QW18,19IO13,35CD49,24WF21,15TF24,90YV48,55LM21,14DS82,91QN43,46VU32,92QE87,52ZF90,98DI26,62LD40,24SE62;933
1329;87TJ40,63UR10,57WU49,13IC67,58IV78,99GK85,11XX63,50SQ99,85UB21,19VW22,34TF97,16YS35,50GQ91,65GJ83,96MZ50,84QB80;374
1330;59EO33,18VX41,43SM74,66GI66,79IO46,56DJ87,18OL68,36MR82,68FQ85,15RP19,30YI12,93JR91,81LY59,80LM70,52IE63,74AC32,89SR60,83YR24;259
1331;49WR43,23HI27,77UL22,50DA10,43WN34,42WO52,96UL94,48YV75,88NR58,15US96,15HS26,77VY91,16WH85,43UC82,88TI24,77UY29;727
1332;39GK57,47ZM39,99XT55,94AJ26,95RB99,17FF39,78IP66,56QZ35,53CU19,66IG13,49SY23,88RS18,25AM74,62RH17,75FP44,35FO67,79VW56,94RK55,16MX99,58AW32,67RM44,47JY79,48OY82,24MA93,13TH64,30ET95;165
1333;92KI57,60VK13,82PD58,12VT35,60TM68,22NA13,82WP31,90WS39,54LN44,46HW84,55DS46,17DC26,94LO21,11ET24,24BD38;488
1334;46GJ16,62OO60,99KL49,74PN58,98RY40,89JC77,39RP53,20UT92,42FF88,52VU13,15MT50,61JO57,10WD79,91OK35,47FS53,53ZE78;192
1335;93TB83,41WP74,27ST70,27JZ28,87PQ25,78IP69,84ZY11,66AE98,68PI15,92RU32,28DM99,23GS86,30OD85,88OZ62,78XV22,41YS88;371
1336;11GJ34,42SV36,73PW16,52LX21,99IA99,91OC99,19RI63,30QO38,63KM85,12RS79,39TS69,67YQ83,12JL92,49WE41,50CX77,41NI26,94LO24,62SH83,72NM82,69DM59,84OT18,44ZC90,32IF15,93RL77,36ME81,75JI69,75BO89,59PT33;385
1337;82UE83,59AI12,76WC53,20PF67,89SR67,91XZ25,77KG96,70CR63,61QS95,62US36,10ZW34,23SF89,85VB91,96OP65,18CL67,29YA64,43VX95,90MV49,84EO87,19VB85,77SA76,10IA60,74HG74,79DS80;635
1338;97XV97,56GP40,13SZ63,99PM74,79NX13,18IC34,48BY18,85VO99,94JD74,69UI21,63AX31,51CJ54,17ZE81,60FW58,17GN45,75MT85,89SE61,16BA35,19PS58,13VF15,83XO80,63AP93,11RT99,95OQ84,20TG27,32PJ52,84CT12,33NF20,63GT66,16XX30;174
1339;42YE67,41NI29,98OA24,10ZB91,41CV90,23QC77,22EY32,69IN83,74SY77,45GK39,27IW80,39AO29,62SP24,39VI79,14BP79,26HX36,84ZD70,67DB91,82IR84,93HO86,48DG88,65LS52,40JQ26,18ZD64,15UN35,19VJ25,30SE48,21EZ50;112
1340;13RE58,36GI50,68ST34,55WR27,26SU93,62QE73,59CL29,24ZD40,59XN17,10XL85,73BY67,74LH36,19FV66,40LG34,25BU82,89WS29,12JT34,71CQ48,40BW47;453
1341;94YJ30,61YU17,76RT91,63AP96,17GA41,99GF28,23TV31,74LH37,83CM95,92PR24,27ST76,75KY12,18RJ86,38VR37,40SK70,78XA83,98PV33,84EB84,71LK91,19AH39,26HK31;273
1342;75MT89,45AG69,83KG76,98PV34,58KG29,19JJ20,10CJ99,15IN30,75EU40,45TF43,80QV41,69GK72,97ZT46,21IS74,69SS18,30PY99,82MS46,71LX99,25FV43,32JF83,91JO70;819
1343;80WR77,71TZ18,51LY46,65DY76,37ZL78,24VX29,43IK24,77LW40,62UF35,88SQ87,69ZW54,76WC59,28WT19,91KE16,77AR46;909
1344;60OY44,69HA19,20WE40,56MG12,35IU24,72PK35,65XF58,54TZ90,28CR94,92DJ81,11PL22,88UQ37,55WE24,67OT97,72BZ89,76MF66,63CN44,47BE97,51LY47;904
1345;48MQ12,70AB50,99FX25,64TN56,30AV18,62ZT65,72SV50,26OO70,71UZ82,76OQ19,99EC18,54CY62,84PT89,20SL20,40GX73,34FK29,81YG68,56IF54,47MJ92,26JN49,59BI82,90JP91,99NJ67,64NJ83,67OG91,20SY27,12LJ46;565
1346;82AS42,60KX87,61GQ41,25JO68,16XC93,74VW91,78CG38,65HZ38,27KU32,75XL80;115
1347;35TR83,28OM36,39RC59,10ZB99,80HG59,92QR92,19QN60,78JS12,12WO42,34MO66,14IO53,62KI45,38RD77,19SQ74,27YK48,96RV20,88ZR61,11LK66,14ZP82,61OC84,77JT30;104
1348;99HN35,59JC65,51JN99,57PQ12,95MA73,13YQ39,70XG55,36NU31,13VX80,46OV65,19DF53,75UA68,83XB83,38DN63,27GH37,38UW30,87ZS80,59ND24;912
1349;52MX96,38UO93,39MT95,44SY61,39UV13,64LG73,81AT63,45DZ28,49EI11,90VC96,44HG60,47IY13,18TH39,20GY23,77RF74,62PW75,25LE78,27IJ83;715
1350;18YI61,52PD49,15GC86,63JR85,84NL11,28MJ25,28CZ38,83GA56,33MP87,53QK31,88XO50,72WW14;965
1351;64LG75,97VN27,63AC99,32QR65,41MF89,70VD44,39MT97,97LI95,99KY52,18OY75,22AK78,38GY80,40EU65,89VP88,22IE58,12DC65,45DM23,33WH13,71LS39;647
1352;14VW66,92YL77,59JC69,60AV30,67GU56,10FP54,87UE56,85FI77,54SM29,81MG67,67OO36,29RW37,26SH98,29RO99,47AW98,70PM79,58IV80,71JH88,42JT51,30UU61,62PW78;713
1353;76NN75,66WJ35,69RC70,24JK24,14IB52,80OF31,42RF94,81ZO76,36RA50,15TS35,70FP86,14KE66,34NW72,71WP97,67ZT31,13OG43,52YF32,27GO11;584
1354;20CK62,58DH54,69VQ37,65JC46,15FU83,23RF23,79QA91,63LH96,79XZ71,22NS89,79QV36,22VM69,37DW25,51HF22,37YY13,75OE39,40VV97,10JQ15,89AA96,33BF28,99JD48;39
1355;37CB19,78PB48,48GM49,77JT38,67LV80,78YI97,13MD31,41NV31,24IU81,83HV68,45GX41,85OK60,22DV96,41RO52,73EJ82,76CD14,11DD87,43JS36,36WO80,19CX53;753
1356;27GG76,19MU48,55PS56,78MI90,23TI39,21ZO48,12IY36,68ED21,87ZF81,15FU85,48ZL24,75AG88,60XF91,61CC85,20EN78,36HQ66,79YC11,68VR57,13XN95,18SM32,62CB67;935
1357;52IZ14,37DJ21,73GM98,94ZR46,37YY16,90HH20,94AO99,88PU77,25KW79,80CS34,48VK66,24SZ15,58WG31,94ID10,65SJ98,53TV52;323
1358;24SZ16,25WE12,63LC31,28AB87,36RA55,17KT72,88TV37,45QU38,79UB54,95ZD22,96LE51,74TT89,52MK98,88LO50,43UP95,25MU25,52SB64,64BR26,90SR84,45FC37,17OU31;614
1359;34EP29,31QF84,49HT35,98BF22,68RL32,56HK54,36PK49,46WP64,41CD34,30SR54,36WO84,35VC33,25XR82,45OR25,33AC81,92ER96,69TA21,64UI63,93TW31,96VB46;703
1360;73XV68,23HA97,84KS62,14PN32,82NN57,63WU34,20VJ42,92YG16,96NH67,62PR17,70LG59,65ZV74,42WO60,77YE51,85IO30,61JO62,66TY21,55AH38,27AK45,81IA47,13CT49;824
1361;22QY41,53NZ21,64BR29,26VN52,44KZ24,41XF24,22NF89,34FP93,83BM32,28YO92,51UA30,94GF69,31MM65,47ZM47,10YB30,56DJ97,67BY92,30BI89,77UL31,93GG87,47CH45,78MI95,29RJ39,64KL71;840
1362;41VP18,60TM76,54HM93,77EX72,34WY61,20RI85,94VD85,14DS95,68BX75,39TS74,69SX86,98ON33,14JW68,51EM71,79XM72,63DI55,27TJ21,27HW20,87HW51;234
1363;17BM28,83YR36,74RY18,45UA57,27NS56,78TU70,56QZ45,11QG34,88HN96,76QY99,90UH96,87ZF88,51OJ66,17EX42,45EU35;3
1364;59GE53,85UB35,66ZH53,98SG56,14BX21,25IG65,23CZ73,93TW36,12VT45,12TQ31,55WR30,61LM11,36WW27,10IV11,62FH20,89JC86,62VA49,37OG84,38UJ39,53AR16,45EU36;904
1365;23KT54,80XH23,20AH59,42DX29,21DR55,97JA26,79XM75,64YJ28,91XZ32,68UW52,58AW44,95JP69,24QB64,60ZD45,89FJ66,23UD41,97SH75,57UE43;743
1366;45VV67,81NB74,57VZ51,62GU91,32AL44,92MG14,34WY65,72VG71,84ZY21,81RC33,26NT77,96BH65,45PR94,44MH98;472
1367;67CB36,10EU55,38OF69,25ZP35,40NJ54,25XZ28,67AL29,11AS78,54LN57,79OF28,32AL45,45VV68,96DS18,65XS67,50OK88,60NQ46,70IV45,85AU57,53LO75,99EP26,33XP29,39LL92,95DT36,24TM80,85VW45,22MK81;222
1368;30KS14,31OK17,71PY63,24HZ80,51XY58,55OX54,44AU99,73CB12,50UB55,21DR58,76HE48,13NL44,60FJ60,57UE46,22MX89,39II17,10AG90,45JV61,65RW33,76QL97,89UP22,25VW15,30SE56,65EF92,96UT48;337
1369;54OY73,41HE65,77EK72,63VR91,47LB95,47WT96,77GN86,91MH35,38TO30,51XY59,67LI87,92VN66,50YC15,82HE24,88FS26,92LQ72,16OI53,81MT70,57EY25;894
1370;21OW54,93RG21,40WY44,36QF53,95LN19,10IV17,81DM22,82HE25,82FO18,16BA46,53AE15,87LC73,50TT50,30IH64,98AX26,30OL37,68QI91,50EV35,20PN17,64WG19,16OI54,85ZC62,54BQ66,55HG14,18CT17,49CX73,39RC61,23XO60,17KG77,49EN80,76XX72;910
1371;77SI27,42QS36,71PY66,31PX89,60JC84,30GR58,50ZX24,53PP38,87HJ53,25RI52,68FD98,43UK39,82SJ20,98PV42,20DS79,16IE82,87PD33,60PG57,34BJ75,20HG31,59TM68,31VO55,20SY32;863
1372;20YU68,39FP62,84ZD82,53DH93,56ML88,47BZ49,40FK10,15DM18,79JW67,86JV24,23TV41,93FT22,49GY34,73FR99,47TD16,65XF65,38TG95,56IS67,63EQ65,81RC39;624
1373;93XC59,38VR48,16WC37,50ZP88,42YM18,71TR89,60TH18,31VO57,57RY99,29SE44,41YF98;894
1374;23VL50,15ZO70,31YZ72,80BC92,91AU39,17XO89,17CU39,82UE99,49AU63,73HP46,60DT59,96MM67,83WB26,91TL75,12HI95,91AH32;982
1375;71JH90,77XJ52,24XN47,20OK70,95OY38,50TT55,64RX58,59HM64,81BJ13,44TO11,96IG40,61ZU92,72BM92,33KZ84,92NO23,15RU91,92ZB24,43XI50,50GL47,73SU41,77RS86,15QU29,21GX10;958
1376;52WU96,54UP46,88GS95,80DN46,29OD88,39BW45,14WM14,23ID44,42VT62,98PI40,74IW30,16JZ94,17LO83,41KP86,88QC82,99TA43,69TS93,62KI53;430
1377;74QQ11,79YU87,30BV91,67SU68,26QR95,26WV68,82GW25,73WN64,39TA13,36MM39,52FT68,87WH74,57TJ41,20QP35,43NY65,53CZ91,40UI30,11JH61,42AR75,54UP47,47VY90,81UA51,16VM96,37GH48,17NE91;245
1378;24RJ77,71NV59,64NR33,82GW26,66SV87,94GS72,89CY58,87MX88,57DV82,92RH47,38LU59,37CO28,41WK27,93MX63,10TN12,97HP80,32QR71,91RI65,99LG65;419
1379;82ET13,14DA36,94KL94,39JD21,41KK20,80IO70,47MR43,15OR19,10AB32,54IP41,93QY23,98JR77,99WY67,48MQ25,16VM98,49UB49,33LC26,66QS74,29GR49;736
1380;49CS14,97IF27,17JL73,84AQ19,88UD45,16IM29,69NW62,88QK24,57ZF79,23AJ68,84FR40,38ED19,33GT61,14MH86,14OS38;160
1381;84JK62,16FT71,57RG31,35TR96,77PX16,59DG42,65BQ10,32RH19,28MB97,88OU18,92NB22,62RM93,29MA79,87OV36,86DE53,65BI72,41TR71,48CT33,66YM56,49XM65;572
1382;30YN91,51BO63,86MT41,35NV62,32OO61,16GB79,59BI98,94KL97,56RH50,74KM43,58YW56,83ZM48,96ZP14,86WI97,37LI74,14LZ81,97HP84,52TE19,38PI15,48GM55,42XR13,83VL89;68
1383;49IB45,86SX15,36DX51,78UX21,88SA34,76CD21,67ZT40,23VL59,36XE32,74XU52,74QD10,99FC97,14YC28,59BI99,85NC67,25SQ64,37FM40,46MS65,85DN11,94RX71,54EO86,58DH62,50XH15,96IG48,53ZR92,23GA37,57LC60,92OW31;841
1384;87VZ74,24LA41,74CS65,47IY27,96CK14,26AY73,73OO22,82RG81,10JI86,67ZT41,25OX44,72WO89,12MR64,93MX69,37UX63,81VV65;491
1385;20OS18,60CY56,94UD25,56LQ87,91UT86,53SN59,65FJ35,32ER70,48OG38,28XG95,77BM60,55VW37,10RC67,55NP50,94KG31,80KE83,51JI46;79
1386;54KF55,26CW20,73BG16,54UC49,22LP86,52BN49,69EC12,33MK33,64BJ95,15NO74,59UP14,75IA77,36TL14,29TM57,44YP43,51YG62,23JL54,48EJ45,85JJ49,60KK99;630
1387;82VH43,63YX54,92EZ41,10WD90,24YV59,17NM39,91FI66,67XI92,45MT87,19CX64,80UJ17,34LT71,94QC68,99HA46,22CI38,78SM73;930
1388;17JT19,48ZD97,90YV66,11WX18,18BD76,82RG85,96BU73,15DZ20,81VI62,21AG43,99HA47,60QB67,22PQ47,43SZ97,97IX90,24FJ79,93MK66,78DB52,95TM65,26CW22,14CS38,18MV77,78DO59,43HP34,29DT30,17YR34,36JO22;143
1389;38ST36,11OQ32,84HH56,61JO70,19RV81,94JQ90,66CP62,32CO60,67AQ99,62JN52,18UP58,23RF37,67EE51,44SL73,73OB20,15FU97,88NZ12,29PG32,11GW52,92MT23;287
1390;39GK73,16BN52,93UE48,45WD77,44IO80,44QI60,41PL52,97FM78,55AH47,76DD90,92AY85,18MQ10,61YZ93,40CR69,10OR51,44DN59,76NV29,62LQ67,43LI57,90FR25,80TT75;575
1391;48VF10,30DG43,19AU54,47JY96,11QG41,28NR45,69TA32,41PL53,89RE10,16OV61,80XU35,26CB80,96YM71,93CN75,33VZ25,58WG44,90SZ34,48YV93,15NW17,41VP26,76BN84,88NR76,69PH11,83SN70,31BP18,53ZZ38;146
1392;89TH25,27GB22,35HE92,95PT48,49LM68,87XP89,29PG35,91KJ92,33ZF40,51KQ53,88FK90,30BI99,34EC34,81IA58,70UV57,70QH91,74AP59,79AU86,33ED52,90DG75,71SJ87,28JY25;671
1393;89SR81,42BM84,32ER78,40GF24,55YU52,26AT13,44BK48,67VN22,22QY52,75PM57,20IB46,70QP30,17YR39,96HL44,93GG98,51AT60,40RX25,26EE96,27PI72,31PX90,87LP82,38EV87,98IJ70,31CX20,73KA65,52KH98,44JE28;184
1394;12OC12,58SN26,50BC86,22QY53,99RX40,34AB77,24UP38,70ZW80,86GX18,82OV70,78UK25,19EA71,26LQ70,23QP97,44BK49,95JX15,10JD27,94VL34,79XU21;919
1395;21JI30,91SL13,33VE84,59LS91,74FY21,96SQ40,72XR31,53NZ34,78EW66,14JJ73,77WB51,51BB69,70YJ12,51IN42,82RB23,73GH46,74PN77,69SK91,52IE86,20JW55,85QI24,36HL15;640
1396;45AG81,61NH98,52MF46,63UJ97,50YP28,36BH43,58SN28,92IF64,27NF61,59EO57,17AW95,49DF85,72XR32,88XB68,54ND72,82DD71,46CI77,83ZQ81,12NZ76,39RX11,31BC16,79EI42,28BR42;167
1397;88BR74,79LZ85,88NE75,69OR72,41DL51,19LZ54,41UM80,44SG12,14LH20,80XH34,61NH99,99PM91,75FC60,98KM88,40PU15,38NX71,60AI47,39VI95,52TR20,87JU10,44IW25;845
1398;69OR73,14YH91,83ZZ50,88HI41,87HW66,47RF76,92IF66,31CC80,43SU38,54ND74,61FV58,19GD89,64XT95,85AH60,28YW46,39TS89,84DB37,46PD80,73OB29,34VD69,71GR23,91RV71,61LM24,79RQ52,44HB19,31OC88;688
1399;93RT36,90MI62,44YC49,78IX29,44TT83,22WH86,31RV41,85PS83,82DD74,85ZC70,89QO73,50YC24,77AR60,16OI62,24UC36,36KW33,90RW90,17KG85,26ZO28,50CX98;971
1400;98MC98,73LV79,40HN31,65CY29,70SF44,38XU68,40FP86,58EP79,14NK37,18AI74,57ED90,96NC17,45XT25,87YX97,32PW79,63WH46,77ES20,27PD10,29MN84,38PN81,90GR97,60FJ71,33XC34;825
1401;71XS55,46PY28,19EI16,84MD20,42YE87,57ZS86,53LW26,49UB50,93CI16,42KW10,73RM46,63EY11,26BT83,72NU43,63QD74,82RB29,20FI95,26CJ28,54SZ43,39JV98,14WE80,42WB73,87MX90,74TB35,23OU28,79LM82,75UN86,15QU34,55FQ17,76YF89,79XU28;178
1402;15YO15,87UR71,69WL57,46DY21,61UG70,17ZM41,36ZU51,74WZ57,59XA30,20DS89,95UH72,45TS68,84MD21,80HG72,33JZ28,18PT98,43MQ69,56ML97;463
1403;50CK95,29MA80,55QV13,57AK72,97TP92,12YR70,86HX89,87YS31,76BI27,85CS17,84NQ91,49BK16,84ZL30,14PA47,45CE33;927
1404;74TB38,77ME66,27HJ34,84NY30,40DU14,44EI66,74DV16,11XK89,84RR51,34JD67,36IL86,30KS29,40HF97,20QN92,24VK41,55GY20,30QB57,87BN30,16GO87,28YJ45,66DX77;39
1405;81WD72,95WS27,22DD49,40SK92,40PH16,20QN93,27SG91,42WB77,17PP50,60YV57,91GL15,34IV61,48DB43,74UW46,20UO52,64PU53,22IZ15,33UJ80,55SD84,46ZI19,26DJ94,27FT28,47SV21,99AJ15,81CW91,25LZ37,22BA35;373
1406;65DY97,84JX73,43ZT12,65EB35,43CO10,93LC63,59TH13,46CD18,68KM71,40BJ64,59RJ68,49UB55,11NV35,42KW15,63TO93,42AZ21,82SJ34,20NK18,54MV75,26JN68;827
1407;33HJ12,73LI79,96MH10,98IE15,76MN25,41GW75,16VU43,88OU23,86HK86,81MT87,51XL69,84XA82,75EU63,83NZ51,58GA24,68MP86,67DJ55,77GA96,42CH91,13LI48;495
1408;86JI32,20CX81,73FM45,26SP50,86TF26,39JI98,40QH81,20UO55,81BJ25,14KZ24,32BT65,82OQ15,70AB71,78HU86,67QR64,20YP14,73YQ88,77XJ64,33UJ83,89GE81,32DJ72,82SJ36,68XU81,75IV23;259
1409;30GE68,86BO53,75MO45,10MB49,85FI92,76ZV35,12UY55,50KM19,65NI87,49IO57,46WP64,60DG66,12BU12,56CJ41,16GJ23,26PE37,87JH15,87DQ49,32US40,80UO87,68AP80,62AL71,97AL55,90VX59;322
1410;35AN61,37RM54,82RT93,96GQ47,56TX78,24JX46,72LE31,87FG57,18XA79,84RE50,24RJ88,13EW71,42ME88,80HB11,44GG17,71XF57,60OL61,37XI89,65HM53,43NY77,61XR92,84LV22,70EP39;421
1411;56UA17,33ON51,38LH64,40ZW71,57RG40,74SG31,61IG71,75KD95,44SY81,30LF91,10TF86,92JI10,49GL45,93OV20,45PM49,70CM26,28CZ57,42AE81,64PH52,63PV77;425
1412;28GN10,64RK67,46DD86,80UB83,73YL23,29XN21,59HH11,93BN13,37UX70,94UD31,49MP19,54ZQ82,15OE24,27DD14,36IG25,16ZA62,97TC94,35IH43,65JC62,99KY71,83PP63,46IZ52,57XC76,92KV80,59KX94,40SS37,73SU57,79SY66,80KZ34,93NA14,99YO86,11AA26,90CG12,14DA48,73BG21;256
1413;28CZ59,33SG74,14XZ99,28IQ25,39SK83,46QT33,24JK42,50VR17,46OV88,19BP69,54MQ13,89KF45,32GU91,40SS38,83AR49,95ZQ42,55EN77,55VW44,93NA15,31YU21,70PU36,26WQ14,75XT43,94EX10,90EB89,27RY92;147
1414;72WO98,31FV48,82EG20,79BK32,32DJ78,17VG25,72VB29,75RP71,16ZA64,57AF14,75IA84,30ZD47,30NQ46,41MN48,61ZP41,72UL84,26MT21,99FK45,73LD17,61RV61,90FJ90,41ZV56,70PH30,63TB94,18DO33;893
1415;17DP52,11YN31,61SD69,38PI27,10VD35,99QP40,24PB10,73YD88,68AP86,85PA23,19SD93,17TQ19,26SP57,95KS29,31NC22,23JL62;814
1416;77JG50,27RY95,80TT80,78BL52,43AD68,63VM48,52BN58,78DO66,20ZX22,40KL54,25YH42,82LX64,16FT85,28CM55,82ZN79,40DH19,17HQ12,45GX60;192
1417;90YV74,60KF40,37HP67,28TN85,95TU11,87CV43,63FL82,68AX26,43LI63,16LX59,63YX63,17LB96,62AT17,13SH24,61EN56,29XF88,90RE32,74ZS10,35RO97;492
1418;74VR52,29PT47,91NC56,29RJ54,31DF31,89VK44,24WS55,24UP41,29TM68,31LM18,36JG93,51JI58,38BK77,71DL77,70FK40,21PR74,13SH25;489
1419;93CN82,54ZD82,79MH93,91UG92,14TG70,40VQ51,31OP95,91UT99,56TS18,61AH30,67ZT55,87IZ18,29XA21,12XW72,33GT79,35VC51;828
1420;76JH72,78UC92,50BP98,49JW68,10RK19,69DM80,58OZ79,75XG43,68NK92,28NR53,91RD17,54TU55,15RP46,52FB14,34NJ90,46OI88,10FK11,53YE39,59QB61,39ZW63,61ZC40,67UF28,53AW99,58QX24;167
1421;99WG12,19VW51,82TE42,10OR61,98KM91,81VI74,85DN28,18CY95,45UA73,42DX43,59BD47,47NZ64,84YI96,38UJ54,53CU45;698
1422;48LV33,89XA55,24HH37,27VM53,38BS19,15YT83,31WJ78,78OT66,39YB58,40TN40,97FH20,82UZ50,21VI44,91YH54,20ZC83,30JC88,56HS13,93BA16;105
1423;98QQ66,58QP89,79GL62,52MS59,59AV42,85IO51,44QI72,16QY86,33IE21,87IM15,66AM61,26MG23,96EA39,26OB99,99OE96,46XX78,74CF76,59ZQ51,19XM60,52SJ25,83RA12,23OM91,11YA32;865
1424;38XU71,50JE13,21HS31,11QG53,91YH56,90OL80,90FR38,28LO43,17BM47,74ZK79,19QI26,35WX63,58UD42,63DQ13,45CR40,79XM92,89FR21,86QH14,74RY37,97SP30,24PB19,17UL21,63WU56,47NZ67,73GH54,85MH73,13AQ57;958
1425;88BR81,81LL84,17EX62,98MK40,33JR92,39EH73,68AK27,50GY62,28RF10,79LZ92,20MC16,30HH15,65BD26,29WS20,44GY87,53AJ97,61JW23,85FD39,10SS24,77OU87,52VU41,16PL19,25IO22,64WT39;908
1426;70ZW91,58FF29,36MZ53,91EN70,10MO52,62WV76,31CX32,58UD44,64OM53,59VP95,38CS85,62DJ95,54PG95,39SF27,73RZ57,26AL87,44KM40,33VZ39,33ZF53,86GX29;36
1427;12EK99,97QZ26,37US16,95FW68,81FP51,88TI57,72EF61,30TZ80,30GZ10,98AX41,95FJ61,51UA54,23QX47,67HX20,45YB38,68BX98,36FA74,11KK21,79EV59,94ID38,53IL17,93PV98,16HE34,42RA57,33XC40,45AG91,18GM53,63HB99,66ZH74,32FZ91;682
1428;57EY42,85PS91,39VQ43,88TI58,79NX40,62FH42,26AG20,23IQ61,82QY97,75FC70,55HL99,26AL89,51MO13,19VJ51,19EV29,89PB12,60RJ86,77WB63,70OZ37,67JF90,40NJ73,89LA53,99WG19,68UW73,26ZG98;220
1429;93ZN25,45ZJ40,58IQ46,30KS33,32KI59,72SD16,39QC16,98UE24,56EZ61,64RX70,49MU84,78SH25,97IS41,10UA97,24KF51,82DY28,71MA61,97QM21,54OY91,64SN15,90YD10,81RC54;759
1430;77SI44,58ZZ14,59GE77,67XD45,85XM73,17UD89,54RE44,39II37,22DD53,23CM90,69FK35,53JY89,30CY54,62DR37,53LW34,66RA90,26PR44,57OV38,72EF64,56OW56,75WY46;380
1431;76IZ76,70IV67,71CQ76,25EA62,80NK53,81LT28,41HE85,73CB33,64VY31,76UM77,71IH42,10PZ71,31KE10,93RG40,94HV35,76HE69,11IH11,79TT78,28MW50,17VL90,76MS97,46CQ29;647
